4298	1	4300
4567	1	4300
2414	1	2052
4279	1	4278
2427	1	2052
4369	1	4300
1067	1	1003
3132	1	3071
3762	1	3077
2000	3	274
4769	3	1564
4807	3	274
2728	3	814
5051	3	1902
2834	3	876
3082	3	710
4842	3	274
6138	3	682
6048	3	682
3828	3	714
5264	3	5265
4045	3	710
1675	3	276
3949	3	710
2182	3	682
5923	3	828
2583	3	680
1095	3	1096
1783	3	274
3931	3	710
4071	3	714
3902	3	716
5364	3	2053
6181	3	753
2165	3	276
2905	3	358
4229	3	716
4209	3	714
2892	3	358
4370	3	276
3514	3	710
4078	3	710
5634	3	680
5272	3	680
5593	3	682
6045	3	276
2853	3	922
5771	3	682
5188	3	682
1734	3	276
4952	3	1791
2958	3	489
2685	3	764
1852	3	274
2180	3	681
4618	3	274
2959	3	491
4848	3	1635
2202	3	682
3409	3	710
1149	3	274
4108	3	710
6058	3	682
4260	3	714
3647	3	716
4356	3	274
4718	3	274
2602	3	682
4602	3	274
4934	3	276
3277	3	710
6041	3	2102
3922	3	710
4729	3	274
4493	3	274
1942	3	1943
5577	3	680
3995	3	716
2063	3	682
5351	3	2053
4192	3	710
1685	3	274
4923	3	274
4650	3	274
5205	3	680
4655	3	274
1730	3	274
5510	3	680
3563	3	716
4175	3	716
5957	3	829
5692	3	680
6203	3	753
1271	3	264
2552	3	682
1848	3	274
3387	3	714
4710	3	274
2606	3	682
1242	3	1243
1890	3	276
4507	3	274
1901	3	276
3530	3	716
2172	3	276
5956	3	829
5016	3	1004
1722	3	264
3774	3	714
1663	3	274
5849	3	766
3320	3	716
1748	3	286
2380	3	682
2940	3	974
1078	3	274
3657	3	714
5994	3	971
6227	3	1471
3269	3	716
2748	3	1747
1283	3	274
3006	3	153
3171	3	714
2579	3	680
5617	3	682
6198	3	753
3960	3	714
3274	3	710
1746	3	1747
2975	4	3708
2975	4	3780
2557	4	3855
5354	4	5413
5700	4	5840
5648	4	5721
5466	4	5830
5002	4	4507
2064	4	4170
5352	4	5383
5349	4	5329
2551	4	2697
5525	4	5573
3056	4	4008
2975	4	3762
1487	4	2918
5352	4	5532
5523	4	5283
5347	4	5527
5347	4	5607
5015	4	4807
3056	4	4194
2417	4	3078
2441	4	2637
5015	4	4745
5333	4	5632
5006	4	4928
2064	4	4044
2972	4	4107
1491	4	2881
3056	4	3348
1871	4	1560
5525	4	5626
5519	4	5359
5652	4	5452
5459	4	5815
5347	4	5667
3056	4	4095
5009	4	4946
2417	4	4242
1868	4	1174
5517	4	5318
5656	4	5413
5525	4	5698
4682	4	5970
5650	4	5276
1865	4	1898
5652	4	5679
1482	4	2840
5015	4	4498
2557	4	3852
5347	4	5743
2347	4	2681
1487	4	2872
5354	4	5508
5569	4	5884
5517	4	5238
5015	4	4572
5517	4	5512
5333	4	5553
2064	4	3621
5349	4	5244
1875	4	1939
1871	4	1808
5519	4	5539
3056	4	3507
5009	4	4820
5347	4	5373
2070	4	3369
5349	4	5270
5592	4	5894
2064	4	4131
1487	4	2939
5015	4	4421
1868	4	1533
5352	4	5508
2064	4	4104
5347	4	5213
2417	4	3684
5519	4	5235
2417	4	3366
5650	4	5646
5521	4	5272
2972	4	3192
2064	4	3930
3044	4	4170
5656	4	5307
2417	4	3489
4679	4	5991
5648	4	5581
1868	4	1591
2115	4	2665
2121	4	2672
5354	4	5329
5006	4	5050
5006	4	4587
5254	4	5778
1487	4	2909
1875	4	1740
1871	4	1256
5006	4	4975
2064	4	3168
5352	4	5475
5517	4	5481
1875	4	2024
1871	4	1013
2417	4	3576
2150	4	2681
5525	4	5500
5015	4	4639
1871	4	1491
1871	4	1513
5519	4	5710
4542	4	5920
1875	4	1798
2557	4	3261
1868	4	1622
2557	4	3861
5517	4	5747
2557	4	3165
3044	4	4149
5352	4	5269
2557	4	3753
2417	4	3285
5523	4	5543
5333	4	5396
5470	4	5841
5627	4	5861
5648	4	5660
1865	4	1053
1871	4	1201
3056	4	4248
2070	4	3831
5347	4	5629
1868	4	1208
5650	4	5667
1482	4	2864
1487	4	2911
1871	4	1997
4675	4	5972
5349	4	5367
2972	4	4029
5352	4	5715
5352	4	5161
2972	4	3918
4682	4	5988
2557	4	4248
5650	4	5349
1868	4	1988
5354	4	5614
